Life Cycle Impact Assessment,GWP,ODP,POCP,AP,EP,Total PE,PENRT,PENRM,PENRE,PERT,PERM,PERE,ADP elem.,ADP fossil
Cost Group 350 DeckenBauwerk - Baukonstruktionen : Zwischendecke 2,1.7568361469,1.0516414992e-06,0.0011017776293,0.0044972306694,0.00180393377,30.5783909347,25.2633110054,4.453284019,20.8100269864,5.3150799292,0.0337025316,5.2813773976,0.00089200535829,23.8028395324
Cost Group 350 DeckenBauwerk - Baukonstruktionen : Zwischendecke 2 -> Baustoff  Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Hohlblock -,0.267869954,1.17914142e-10,5.5925675624e-05,0.0006338865771,0.0004126991246,1.8592991297,1.6691010151,0.0,1.6691010151,0.1901981146,0.0,0.1901981146,3.8144498172e-07,1.5630144506
Cost Group 350 DeckenBauwerk - Baukonstruktionen : Zwischendecke 2 -> Baustoff  Dampfbremse PE,0.1073263676,4.416995018e-16,3.3604586384e-05,0.00059007377619,1.4919144611e-05,1.6392043919,1.5332730977,0.0,1.5332730977,0.1059312942,0.0,0.1059312942,0.00088965727053,1.5003421543
Cost Group 350 DeckenBauwerk - Baukonstruktionen : Zwischendecke 2 -> Baustoff  PU-Dämmplatten aus Blockschaumstoff,1.0623936709,1.0515234091e-06,0.00089224531646,0.0015455531646,0.00026136987342,15.5541677215,14.7891202532,4.4487341772,10.3403860759,0.7650474684,0.0,0.7650474684,1.2987652532e-06,13.8935316456
Cost Group 350 DeckenBauwerk - Baukonstruktionen : Zwischendecke 2 -> Baustoff  Estrichmörtel-Zementestrich,0.3009636076,6.0647705696e-14,5.5137341772e-05,0.00052238924051,7.6841772152e-05,2.3652436709,2.0760759494,0.0045498417722,2.0715261076,0.2891677215,0.0337025316,0.2554651899,3.3764881329e-07,1.9598022152
Cost Group 350 DeckenBauwerk - Baukonstruktionen : Zwischendecke 2 -> Baustoff  Linoleum,0.0182825468,1.1486461386e-13,6.4864709085e-05,0.001205327911,0.0010381038552,9.1604760207,5.1957406901,0.0,5.1957406901,3.9647353306,0.0,3.9647353306,3.3022870853e-07,4.8861490666
Cost Group 351 DeckenkonstruktionenDecken : Hochlochziegel,0.267869954,1.17914142e-10,5.5925675624e-05,0.0006338865771,0.0004126991246,1.8592991297,1.6691010151,0.0,1.6691010151,0.1901981146,0.0,0.1901981146,3.8144498172e-07,1.5630144506
Cost Group 351 DeckenkonstruktionenDecken : Hochlochziegel -> Baustoff  Mauersteine aus Leichtbeton aus natürlichen Zuschlägen - Hohlblock -,0.267869954,1.17914142e-10,5.5925675624e-05,0.0006338865771,0.0004126991246,1.8592991297,1.6691010151,0.0,1.6691010151,0.1901981146,0.0,0.1901981146,3.8144498172e-07,1.5630144506
Cost Group 352 DeckenbelägeDecken : Schwimmender Estrich,1.4889661929,1.0515235851e-06,0.0010458519537,0.0038633440923,0.0013912346454,28.7190918049,23.5942099903,4.453284019,19.1409259713,5.1248818146,0.0337025316,5.091179283,0.0008916239133,22.2398250817
Cost Group 352 DeckenbelägeDecken : Schwimmender Estrich -> Baustoff  Dampfbremse PE,0.1073263676,4.416995018e-16,3.3604586384e-05,0.00059007377619,1.4919144611e-05,1.6392043919,1.5332730977,0.0,1.5332730977,0.1059312942,0.0,0.1059312942,0.00088965727053,1.5003421543
Cost Group 352 DeckenbelägeDecken : Schwimmender Estrich -> Baustoff  PU-Dämmplatten aus Blockschaumstoff,1.0623936709,1.0515234091e-06,0.00089224531646,0.0015455531646,0.00026136987342,15.5541677215,14.7891202532,4.4487341772,10.3403860759,0.7650474684,0.0,0.7650474684,1.2987652532e-06,13.8935316456
Cost Group 352 DeckenbelägeDecken : Schwimmender Estrich -> Baustoff  Estrichmörtel-Zementestrich,0.3009636076,6.0647705696e-14,5.5137341772e-05,0.00052238924051,7.6841772152e-05,2.3652436709,2.0760759494,0.0045498417722,2.0715261076,0.2891677215,0.0337025316,0.2554651899,3.3764881329e-07,1.9598022152
Cost Group 352 DeckenbelägeDecken : Schwimmender Estrich -> Baustoff  Linoleum,0.0182825468,1.1486461386e-13,6.4864709085e-05,0.001205327911,0.0010381038552,9.1604760207,5.1957406901,0.0,5.1957406901,3.9647353306,0.0,3.9647353306,3.3022870853e-07,4.8861490666
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 2,2.7240303316,2.9372225264e-14,0.00058862804879,0.003062088251,0.00046199228302,38.6672171358,33.22371126,0.0,33.22371126,5.4435058758,0.0,5.4435058758,3.8169274503e-07,31.4826762464
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 2 -> Baustoff  Kalk-Gips-Innenputz,0.0241255736,1.54918732e-16,2.3666753572e-07,3.0364565546e-05,6.0279572353e-06,0.2640813603,0.2260202647,0.0,0.2260202647,0.0380610956,0.0,0.0380610956,2.351379403e-09,0.2164993706
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 2 -> Baustoff  Bewehrungsstahl,0.6508502566,1.9860788542e-14,0.00025334902697,0.0012214753678,0.00016608113758,11.9888545891,8.3805714324,0.0,8.3805714324,3.6082831567,0.0,3.6082831567,2.1926004089e-07,7.2646644348
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 2 -> Baustoff  Transportbeton C20/25,0.4647344403,2.1328837549e-15,6.9398925457e-06,0.00069355160414,0.00013065896699,2.6977923271,2.2612376342,0.0,2.2612376342,0.4365546929,0.0,0.4365546929,3.8679678044e-08,2.1384103108
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 2 -> Baustoff  XPS-Dämmstoff,1.4461674259,6.5754433275e-15,0.00030542909942,0.00094500023021,0.00012706545355,20.4836978209,19.2536709235,0.0,19.2536709235,1.2300268974,0.0,1.2300268974,1.0269505075e-07,18.809584182
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 2 -> Baustoff  Bitumenbahnen PYE PV 200 S5 (ungeschiefert),0.032403211,2.8138714011e-16,9.595025958e-06,5.3515732827e-05,1.2782445831e-05,1.5457813565,1.4904518369,0.0,1.4904518369,0.0553295196,0.0,0.0553295196,6.3822655475e-09,1.4655165567
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 2 -> Baustoff  PE-HD mit PP-Vlies zur Abdichtung,0.055125607,2.2918620005e-16,5.7765202549e-06,3.0264494308e-05,4.1877414643e-06,0.8242336061,0.7833105602,0.0,0.7833105602,0.0409230459,0.0,0.0409230459,4.2420781639e-09,0.7681840685
Cost Group 360 DächerBauwerk - Baukonstruktionen : Dach 2 -> Baustoff  Kies 2/32 getrocknet,0.0506238172,1.3761756757e-16,7.3018161121e-06,8.7916256245e-05,1.5188580365e-05,0.8627760757,0.8284486081,0.0,0.8284486081,0.0343274677,0.0,0.0343274677,8.0822522328e-09,0.8198173229
Cost Group 361 DachkonstruktionenDächer : IBO_DAm_07,1.1397102705,2.2148591028e-14,0.00026052558705,0.0019453915375,0.00030276806181,14.9507282766,10.8678293313,0.0,10.8678293313,4.0828989452,0.0,4.0828989452,2.6029109833e-07,9.6195741162
Cost Group 361 DachkonstruktionenDächer : IBO_DAm_07 -> Baustoff  Kalk-Gips-Innenputz,0.0241255736,1.54918732e-16,2.3666753572e-07,3.0364565546e-05,6.0279572353e-06,0.2640813603,0.2260202647,0.0,0.2260202647,0.0380610956,0.0,0.0380610956,2.351379403e-09,0.2164993706
Cost Group 361 DachkonstruktionenDächer : IBO_DAm_07 -> Baustoff  Bewehrungsstahl,0.6508502566,1.9860788542e-14,0.00025334902697,0.0012214753678,0.00016608113758,11.9888545891,8.3805714324,0.0,8.3805714324,3.6082831567,0.0,3.6082831567,2.1926004089e-07,7.2646644348
Cost Group 361 DachkonstruktionenDächer : IBO_DAm_07 -> Baustoff  Transportbeton C20/25,0.4647344403,2.1328837549e-15,6.9398925457e-06,0.00069355160414,0.00013065896699,2.6977923271,2.2612376342,0.0,2.2612376342,0.4365546929,0.0,0.4365546929,3.8679678044e-08,2.1384103108
Cost Group 363 DachbelägeDächer : IBO_DAm_07,1.5843200611,7.2236342352e-15,0.00032810246174,0.0011166967136,0.00015922422121,23.7164888593,22.3558819287,0.0,22.3558819287,1.3606069306,0.0,1.3606069306,1.214016467e-07,21.8631021301
Cost Group 363 DachbelägeDächer : IBO_DAm_07 -> Baustoff  XPS-Dämmstoff,1.4461674259,6.5754433275e-15,0.00030542909942,0.00094500023021,0.00012706545355,20.4836978209,19.2536709235,0.0,19.2536709235,1.2300268974,0.0,1.2300268974,1.0269505075e-07,18.809584182
Cost Group 363 DachbelägeDächer : IBO_DAm_07 -> Baustoff  Bitumenbahnen PYE PV 200 S5 (ungeschiefert),0.032403211,2.8138714011e-16,9.595025958e-06,5.3515732827e-05,1.2782445831e-05,1.5457813565,1.4904518369,0.0,1.4904518369,0.0553295196,0.0,0.0553295196,6.3822655475e-09,1.4655165567
Cost Group 363 DachbelägeDächer : IBO_DAm_07 -> Baustoff  PE-HD mit PP-Vlies zur Abdichtung,0.055125607,2.2918620005e-16,5.7765202549e-06,3.0264494308e-05,4.1877414643e-06,0.8242336061,0.7833105602,0.0,0.7833105602,0.0409230459,0.0,0.0409230459,4.2420781639e-09,0.7681840685
Cost Group 363 DachbelägeDächer : IBO_DAm_07 -> Baustoff  Kies 2/32 getrocknet,0.0506238172,1.3761756757e-16,7.3018161121e-06,8.7916256245e-05,1.5188580365e-05,0.8627760757,0.8284486081,0.0,0.8284486081,0.0343274677,0.0,0.0343274677,8.0822522328e-09,0.8198173229
